AB.C.alpha.a.FP1,AB.C.alpha.b.FP2,AB.C.alpha.c.F7,AB.C.alpha.d.F3,AB.C.alpha.e.Fz,AB.C.alpha.f.F4,AB.C.alpha.g.F8,AB.C.alpha.h.T3,AB.C.alpha.i.C3,AB.C.alpha.j.Cz,AB.C.alpha.k.C4,AB.C.alpha.l.T4,AB.C.alpha.m.T5,AB.C.alpha.n.P3,AB.C.alpha.o.Pz,AB.C.alpha.p.P4,AB.C.alpha.q.T6,AB.C.alpha.r.O1,AB.C.alpha.s.O2,COH.D.beta.a.FP1.b.FP2,COH.D.beta.c.F7.d.F3,COH.D.beta.e.Fz.f.F4,COH.D.beta.g.F8.h.T3,COH.D.beta.i.C3.j.Cz,COH.D.beta.k.C4.l.T4,COH.D.beta.m.T5.n.P3,COH.D.beta.o.Pz.p.P4,COH.D.beta.q.T6.r.O1,AB.A.delta.a.FP1,AB.A.delta.b.FP2,AB.B.theta.a.FP1,AB.B.theta.b.FP2,AB.C.alpha.a.FP1,AB.C.alpha.b.FP2,AB.D.beta.a.FP1,AB.D.beta.b.FP2,AB.E.highbeta.a.FP1,AB.E.highbeta.b.FP2,AB.F.gamma.a.FP1,AB.F.gamma.b.FP2,COH.B.theta.a.FP1.b.FP2,COH.B.theta.c.F7.d.F3,COH.B.theta.e.Fz.f.F4,COH.B.theta.g.F8.h.T3,COH.B.theta.i.C3.j.Cz,COH.B.theta.k.C4.l.T4,COH.B.theta.m.T5.n.P3,COH.B.theta.o.Pz.p.P4,COH.B.theta.q.T6.r.O1,AB.B.theta.a.FP1,AB.B.theta.b.FP2,AB.B.theta.c.F7,AB.B.theta.d.F3,AB.B.theta.e.Fz,AB.B.theta.f.F4,AB.B.theta.g.F8,AB.B.theta.h.T3,AB.B.theta.i.C3,AB.B.theta.j.Cz,AB.B.theta.k.C4,AB.B.theta.l.T4,AB.B.theta.m.T5,AB.B.theta.n.P3,AB.B.theta.o.Pz,AB.B.theta.p.P4,AB.B.theta.q.T6,AB.B.theta.r.O1,AB.B.theta.s.O2,COH.F.gamma.a.FP1.b.FP2,COH.F.gamma.c.F7.d.F3,COH.F.gamma.e.Fz.f.F4,COH.F.gamma.g.F8.h.T3,COH.F.gamma.i.C3.j.Cz,COH.F.gamma.k.C4.l.T4,COH.F.gamma.m.T5.n.P3,COH.F.gamma.o.Pz.p.P4,COH.F.gamma.q.T6.r.O1,main.disorder
0.060801655,0.055003762,0.05700969,0.047181446,0.064942256,0.05344874,0.05219583,0.037159253,0.041177507,0.04932304,0.04306644,0.074719585,0.03724656,0.027581643,0.04577394,0.052509837,0.062129788,0.050721984,0.027136035,0.76770574,0.6879873,0.5412325,0.1797594,0.6280212,0.5883505,0.40035608,0.6473456,0.14151308,0.14077523,0.15939985,0.044349186,0.04534612,0.07123309,0.064605854,0.15295243,0.16035405,0.16221893,0.13265315,0.121797726,0.121847674,0.8256113,0.6443267,0.5447594,0.19993134,0.70568246,0.594383,0.35064593,0.60884976,0.10344618,0.043403994,0.038002193,0.036849204,0.05038359,0.052617066,0.03903781,0.050609704,0.03664963,0.06064818,0.06911325,0.05240177,0.045923766,0.037150033,0.042251468,0.037629172,0.04403884,0.033338454,0.021718461,0.049052533,0.7377722,0.6097245,0.5494044,0.28450087,0.68816054,0.6125631,0.49919057,0.6656054,0.3349869,Mood disorder
0.03214425,0.026463717,0.03573815,0.025382888,0.039342083,0.027639778,0.02944721,0.02053983,0.024291247,0.037203286,0.037375588,0.049411003,0.02734247,0.013008864,0.038712766,0.031362407,0.025251726,0.037090562,0.018490957,0.81098104,0.8071749,0.7703039,0.23316762,0.5858149,0.5825445,0.78545475,0.5691925,0.17744587,0.22205822,0.21146874,0.044222776,0.03847602,0.03478987,0.031570718,0.15714675,0.17414097,0.27827784,0.21019429,0.25242868,0.1873125,0.87499565,0.82509273,0.8948569,0.24253333,0.7287323,0.5814356,0.8086846,0.62860847,0.15152894,0.027833648,0.036965325,0.037543073,0.04980597,0.04916738,0.046668746,0.03661318,0.029745284,0.047629777,0.05694382,0.053887,0.045500502,0.052659612,0.031150583,0.037998985,0.027529964,0.022681976,0.020717645,0.03654897,0.7758919,0.81547475,0.8075843,0.48331776,0.6823245,0.62525105,0.8355546,0.59153754,0.36165342,Mood disorder
0.0621601,0.0761524,0.045022834,0.049321637,0.067028165,0.044604275,0.06397319,0.040210523,0.042929303,0.037001953,0.045277037,0.051338635,0.040057983,0.05752127,0.069887504,0.05760631,0.07063692,0.0989615,0.09780412,0.34625095,0.68822706,0.8415794,0.32144362,0.7203586,0.6099282,0.5438842,0.8787278,0.31241342,0.35926625,0.3404273,0.08292506,0.10995575,0.062724814,0.06501414,0.17074774,0.1711159,0.2286504,0.18200636,0.2016705,0.13799183,0.23318121,0.5428337,0.7833523,0.17862932,0.72651106,0.5364812,0.58746713,0.87996936,0.23255683,0.10373277,0.12436109,0.13721772,0.14644557,0.13576762,0.17005007,0.14217097,0.11371754,0.13841878,0.14283407,0.18596964,0.13470724,0.11329254,0.15367883,0.15261544,0.13176319,0.15313177,0.10335141,0.16197215,0.2588933,0.7331836,0.8518814,0.40871823,0.7651242,0.6356388,0.71531475,0.93644524,0.46704525,Mood disorder
0.02900899,0.029444605,0.018308055,0.019041054,0.027563168,0.023239523,0.024968617,0.018432956,0.017863574,0.023463756,0.022558112,0.0359336,0.020323891,0.011842313,0.032816906,0.022144852,0.041643783,0.032979403,0.026795384,0.81742585,0.65774596,0.811356,0.17511787,0.57576615,0.70456994,0.67406744,0.84319705,0.2877648,0.43882358,0.45349446,0.112978935,0.13821892,0.028996568,0.031829506,0.12133544,0.14476264,0.13419339,0.1118305,0.14438605,0.09411242,0.8573666,0.74807703,0.90140426,0.37326732,0.7830005,0.68427366,0.7069604,0.8632282,0.25095317,0.09004387,0.12985909,0.119964376,0.14253248,0.13662174,0.1533987,0.12731947,0.0817386,0.10913034,0.1266017,0.13115506,0.12817505,0.07080331,0.11160696,0.11547889,0.08200308,0.11601009,0.052191827,0.0895994,0.8248577,0.66492903,0.839243,0.4373809,0.712074,0.7614559,0.82797474,0.8765482,0.6530869,Mood disorder
0.05335538,0.053474437,0.04407239,0.039423447,0.055318914,0.042627968,0.046743356,0.026967954,0.032739215,0.039556056,0.037899293,0.046457566,0.023092426,0.02575027,0.033221554,0.03543205,0.032147165,0.05139146,0.033034023,0.7421588,0.6915177,0.8374613,0.07954809,0.69851977,0.6441841,0.40896586,0.6974575,0.09023891,0.15550508,0.15963264,0.045343228,0.034179963,0.053072285,0.052049764,0.117317595,0.109468594,0.1142507,0.08770105,0.09290055,0.07268309,0.6652008,0.47260073,0.8425633,0.06986759,0.7111022,0.59388417,0.37429312,0.70680904,0.10288301,0.04534978,0.0419342,0.037974633,0.05316562,0.048060477,0.05029469,0.051602762,0.029694319,0.05975624,0.075048685,0.06467639,0.041985285,0.032652304,0.045282677,0.05286064,0.056448698,0.038598824,0.019999718,0.045257688,0.6444673,0.5435247,0.76057667,0.0699581,0.62153125,0.61159736,0.4312609,0.6392667,0.16029234,Mood disorder
0.03261975,0.039032318,0.02214222,0.04220671,0.021852635,0.03281519,0.030886037,0.015789118,0.030149767,0.03123917,0.03942137,0.077436864,0.015436766,0.017901845,0.022548452,0.052302755,0.036389746,0.035398282,0.027838478,0.7488351,0.32793516,0.83883524,0.06841995,0.49677712,0.20768985,0.44596013,0.6381867,0.1942495,0.21834421,0.23937017,0.10701698,0.106496215,0.027644275,0.026754247,0.15083514,0.20188473,0.20238756,0.20093773,0.22908223,0.1588104,0.7008908,0.31879693,0.87782556,0.039270505,0.54760414,0.1831102,0.39164025,0.66981333,0.15890865,0.089580506,0.09674119,0.031591825,0.07846317,0.14215556,0.09715816,0.10090023,0.024812618,0.094491675,0.10671397,0.12573485,0.09165713,0.06510346,0.060529597,0.0939272,0.104090236,0.07888525,0.025698135,0.049379475,0.6835028,0.22593582,0.85526776,0.10463852,0.5306146,0.23738402,0.46473098,0.629976,0.31063634,Mood disorder
0.040304214,0.02866856,0.030347772,0.031648044,0.026156578,0.024543002,0.032944493,0.024011374,0.02585731,0.020497968,0.021085909,0.032704186,0.013267782,0.011065569,0.020398498,0.038815606,0.042274013,0.026939185,0.018950908,0.7966918,0.7624442,0.8400064,0.30377772,0.5150621,0.484896,0.4422578,0.72946304,0.31440896,0.08825726,0.11404939,0.022143459,0.030130092,0.036249995,0.03502223,0.07081105,0.056015853,0.03503141,0.031407077,0.062608264,0.059846237,0.7027136,0.64287835,0.7837,0.16480638,0.43709165,0.44798678,0.42599577,0.6756789,0.2848525,0.016347004,0.016705511,0.016400764,0.0290228,0.028170843,0.023504244,0.024776716,0.01512481,0.034178223,0.047164317,0.026406914,0.03727889,0.026320336,0.018168049,0.025179282,0.020197285,0.017146196,0.007294973,0.017834274,0.7617917,0.76379323,0.82122344,0.385019,0.6172406,0.55762917,0.65322703,0.7564882,0.65463346,Mood disorder
0.018859312,0.016326077,0.01587516,0.014538011,0.025474848,0.015288765,0.015181741,0.013778359,0.012703497,0.015334806,0.014776616,0.024699451,0.015387426,0.00823914,0.02298716,0.019360077,0.025035996,0.02198502,0.010431753,0.7299316,0.77507704,0.54265225,0.24056326,0.5259916,0.45950493,0.81843513,0.7183413,0.27083132,0.16761953,0.14994541,0.020225883,0.019697791,0.020783337,0.02353615,0.08859916,0.08810737,0.13021661,0.10483612,0.14412983,0.116797924,0.7006106,0.7698989,0.5764631,0.22150803,0.613438,0.50483686,0.82383794,0.6718853,0.13544942,0.017251385,0.022566592,0.026515188,0.035961106,0.0315265,0.031288266,0.026376087,0.027996061,0.03575,0.048122365,0.033869404,0.03476626,0.033515777,0.026942953,0.026040765,0.019696575,0.014068575,0.017483106,0.03292752,0.78529793,0.85886055,0.6672018,0.561957,0.70702374,0.46938497,0.91762453,0.816563,0.629864,Mood disorder
0.023705197,0.02218372,0.02618406,0.015257323,0.026184965,0.017100483,0.018003928,0.013245955,0.016655743,0.022657808,0.020470195,0.03138358,0.016740857,0.008912048,0.021359207,0.019021004,0.025904503,0.016556982,0.009229201,0.79749435,0.6053994,0.4717315,0.1498607,0.46660838,0.5990233,0.6270789,0.5859625,0.22595957,0.12218414,0.11530506,0.026034659,0.026823742,0.027955007,0.03048124,0.08221963,0.08957356,0.06939515,0.05183818,0.0848633,0.07030552,0.8438461,0.63159156,0.5811668,0.28112957,0.6011801,0.60277027,0.63025177,0.5730008,0.2668189,0.022479106,0.024787076,0.02500414,0.03618394,0.035175126,0.036430784,0.0323501,0.021939183,0.03776373,0.049434032,0.032740302,0.031654052,0.028886188,0.020653442,0.029477553,0.030061534,0.01898909,0.011852696,0.024639286,0.80289936,0.45726138,0.44658285,0.17015426,0.48314485,0.5356222,0.60801756,0.4819746,0.39025995,Mood disorder
0.12136577,0.12765634,0.10417002,0.08587642,0.11825161,0.09747172,0.106061935,0.040390935,0.063123725,0.083862945,0.08251242,0.08776058,0.0508607,0.05900537,0.096835144,0.08892912,0.08404445,0.13423413,0.10034991,0.77668005,0.8262259,0.91617435,0.19207554,0.79208106,0.74489534,0.6235236,0.81548864,0.15220577,0.17200145,0.14265,0.053610407,0.048496213,0.14881372,0.11755509,0.110006765,0.10831119,0.05469725,0.032160547,0.055368893,0.04472241,0.7901646,0.7580472,0.94134384,0.26664162,0.85300976,0.77037686,0.633714,0.8586006,0.2686101,0.052740183,0.047185123,0.062131498,0.0788682,0.064711444,0.075969875,0.07003966,0.04458954,0.08055951,0.09408146,0.085708365,0.05904474,0.041039675,0.062019486,0.07554963,0.074273735,0.057106342,0.025931751,0.062379993,0.6416063,0.7207953,0.8847507,0.17144188,0.7591408,0.71562386,0.6782299,0.8261219,0.3007932,Mood disorder
0.025398174,0.025668148,0.022462094,0.014498066,0.028054498,0.019310903,0.02086482,0.010964406,0.015708229,0.0256605,0.022978393,0.029852157,0.019543914,0.010902164,0.032284927,0.027631298,0.020570116,0.039428636,0.021300748,0.9005567,0.9051749,0.92539567,0.25772262,0.7735454,0.4490227,0.882253,0.75094306,0.35249835,0.14951888,0.11673719,0.019118281,0.01525453,0.02376604,0.026019983,0.051118784,0.055045694,0.042909138,0.027199345,0.07947392,0.05370382,0.92274284,0.9305606,0.9601844,0.38144463,0.8617954,0.6046135,0.92239004,0.80198574,0.468789,0.01192485,0.015650744,0.01685825,0.027572807,0.021250378,0.025178386,0.020399772,0.012246126,0.022518393,0.03189649,0.03025181,0.019946016,0.025816547,0.018529119,0.029743439,0.02038825,0.014206638,0.010720062,0.02114316,0.88187736,0.9149707,0.9368574,0.38469672,0.8263954,0.40764955,0.915198,0.8030603,0.6229525,Mood disorder
0.09692288,0.096634425,0.07752565,0.07657282,0.09264033,0.07218144,0.09258263,0.045066394,0.06665608,0.06441695,0.067552306,0.08231838,0.0405181,0.04332745,0.06619977,0.084534034,0.059910487,0.087656096,0.0643428,0.7177963,0.76124144,0.86899537,0.15096784,0.73050153,0.481956,0.3724443,0.7331767,0.11617524,0.10813325,0.106355034,0.041906405,0.04147321,0.10379841,0.08902836,0.12138187,0.10267108,0.09278473,0.0633875,0.08518023,0.08779651,0.6769879,0.6228957,0.86727023,0.10902432,0.7296465,0.5468333,0.39449242,0.75051916,0.17700498,0.044361707,0.032615975,0.031100234,0.043737493,0.046459835,0.04290909,0.044697065,0.031401705,0.059809033,0.07462307,0.056587208,0.04132499,0.0407371,0.043605246,0.05380673,0.052556496,0.039203573,0.021443317,0.04717123,0.52879107,0.638103,0.82265824,0.090591565,0.6773541,0.38033757,0.41783738,0.71261686,0.1689833,Mood disorder
0.12373691,0.14852272,0.10057378,0.08024095,0.10647652,0.09480532,0.090766884,0.052048244,0.07008014,0.081325136,0.08289409,0.10194377,0.08181631,0.08795176,0.10183473,0.11054991,0.117722236,0.12646492,0.13466746,0.62886864,0.7208193,0.8220281,0.24335137,0.7802393,0.50587195,0.4276678,0.8363396,0.41912642,0.19384636,0.18802717,0.08210145,0.0766094,0.1178179,0.1284961,0.08613295,0.09784361,0.039820433,0.02840648,0.05834289,0.04509765,0.74240905,0.71841383,0.8385027,0.465199,0.8361198,0.6346822,0.54251117,0.8372086,0.67508465,0.08705938,0.078394905,0.08067681,0.0859957,0.10965514,0.09655605,0.10331847,0.0649004,0.09678467,0.11670178,0.11721183,0.07908855,0.06685867,0.0828167,0.1355046,0.14541356,0.10693319,0.06767034,0.09987129,0.6295836,0.6036641,0.7859647,0.14752042,0.70907706,0.31914347,0.44137987,0.83107746,0.5661863,Mood disorder
0.5803029,0.60798186,0.31379786,0.35783815,0.5388627,0.41829866,0.4599874,0.11758753,0.19691525,0.35506922,0.3293688,0.2345143,0.06254394,0.080280945,0.2147179,0.17949113,0.17352597,0.0941862,0.1102986,0.55876654,0.7080445,0.74093956,0.11863265,0.613991,0.6728985,0.5720665,0.7637282,0.1175336,0.2988329,0.27420515,0.1527778,0.15918735,0.6022055,0.58937645,0.22786145,0.20605136,0.36369833,0.19875765,0.118209295,0.10967636,0.67443323,0.6575736,0.74079376,0.11135009,0.74698985,0.72019994,0.623736,0.8475876,0.14986691,0.1733082,0.15117711,0.11229833,0.1496058,0.18990982,0.16324234,0.15978765,0.06640134,0.12718506,0.19855268,0.18963452,0.11782864,0.07370651,0.07360066,0.13184512,0.09083093,0.06893989,0.0649092,0.07058362,0.2963905,0.6488876,0.71051157,0.115790136,0.7100045,0.6385279,0.7096319,0.7345662,0.24345641,Mood disorder
